Order ID,Customer ID,Product ID,Region ID,Transport ID,Date Key,Quantity,Sales,Discount,Profit,Delivery Delay
US-2017-147669,SV-20935,TEC-AC-10002473,324,2,20171225,7,158.928,0.2,41.7186,5
US-2017-147669,SV-20935,OFF-BI-10000632,324,2,20171225,1,13.023,0.7,-10.4184,5
US-2017-147669,SV-20935,FUR-TA-10002645,324,2,20171225,2,273.06,0.4,-104.673,5
US-2017-147669,SV-20935,OFF-FA-10002975,324,2,20171225,13,39.312,0.2,12.7764,5
CA-2016-169922,MZ-17515,OFF-BI-10003784,175,2,20160611,4,1.344,0.8,-2.1504,6
CA-2016-169922,MZ-17515,OFF-BI-10001617,175,2,20160611,4,8.272,0.8,-13.6488,6
CA-2016-169922,MZ-17515,FUR-FU-10004415,175,2,20160611,7,12.544,0.6,-9.0944,6
CA-2017-100748,RB-19795,OFF-LA-10000240,95,2,20170513,8,58.48,0.0,27.4856,7
CA-2017-129805,HM-14860,FUR-FU-10001935,6,2,20171228,2,7.4,0.0,3.034,5
CA-2014-148586,AZ-10750,FUR-CH-10002439,30,2,20140325,7,366.786,0.1,65.2064,7
US-2017-112613,JH-15910,TEC-PH-10001536,33,2,20170528,4,54.368,0.2,4.0776,4
CA-2015-154746,PJ-18835,OFF-EN-10001532,29,3,20151114,2,33.96,0.0,16.98,3
CA-2015-154746,PJ-18835,OFF-AP-10003057,29,3,20151114,3,826.11,0.0,322.1829,3
CA-2017-140053,CA-12265,FUR-FU-10003708,215,2,20170703,9,545.85,0.0,114.6285,7
CA-2014-164210,PW-19240,FUR-TA-10000849,128,1,20141118,2,145.98,0.5,-99.2664,2
CA-2014-164210,PW-19240,OFF-PA-10002259,128,1,20141118,4,35.808,0.2,12.5328,2
CA-2017-139948,SW-20455,FUR-FU-10002597,86,2,20170717,2,7.904,0.2,2.1736,5
CA-2016-146934,AF-10870,TEC-PH-10004614,388,2,20160522,5,345.0,0.0,86.25,5
CA-2016-146934,AF-10870,FUR-TA-10003748,388,2,20160522,2,174.286,0.3,-19.9184,5
CA-2016-146934,AF-10870,OFF-AP-10003217,388,2,20160522,4,662.84,0.0,172.3384,5
CA-2016-146934,AF-10870,TEC-AC-10002399,388,2,20160522,5,95.1,0.0,30.432,5
CA-2016-146934,AF-10870,OFF-EN-10002973,388,2,20160522,6,26.88,0.0,12.9024,5
CA-2016-146934,AF-10870,TEC-PH-10001336,388,2,20160522,2,257.98,0.0,74.8142,5
CA-2015-100573,AM-10705,OFF-EN-10000461,26,2,20150925,2,17.48,0.0,8.2156,6
CA-2016-119165,BD-11320,FUR-CH-10000988,106,2,20161031,5,492.835,0.3,-14.081,6
CA-2015-128027,CM-12385,OFF-ST-10001809,389,1,20150914,3,269.49,0.0,5.3898,3
CA-2016-140207,CS-12400,OFF-BI-10003963,59,2,20161105,5,29.12,0.2,9.828,5
CA-2017-140949,DB-13405,OFF-LA-10000081,165,1,20170317,5,18.75,0.0,9.0,5
CA-2017-140949,DB-13405,TEC-PH-10000149,165,1,20170317,6,119.7,0.0,31.122,5
CA-2017-140949,DB-13405,OFF-BI-10000605,165,1,20170317,3,9.144,0.2,3.0861,5
CA-2017-140949,DB-13405,TEC-AC-10002399,165,1,20170317,3,57.06,0.0,18.2592,5
CA-2017-140949,DB-13405,TEC-AC-10003038,165,1,20170317,8,71.6,0.0,13.604,5
CA-2017-140949,DB-13405,OFF-ST-10000344,165,1,20170317,8,107.44,0.0,27.9344,5
CA-2017-140949,DB-13405,OFF-LA-10004093,165,1,20170317,1,7.31,0.0,3.4357,5
CA-2017-140949,DB-13405,OFF-AR-10001683,165,1,20170317,6,59.1,0.0,22.458,5
CA-2017-140949,DB-13405,OFF-ST-10003455,165,1,20170317,3,46.53,0.0,12.0978,5
CA-2017-138548,JG-15160,OFF-AP-10002578,171,2,20170815,2,97.84,0.0,25.4384,6
CA-2015-142419,SC-20380,OFF-PA-10001763,61,1,20150711,3,29.97,0.0,13.4865,2
CA-2015-142419,SC-20380,OFF-BI-10001597,61,1,20150711,3,98.352,0.2,34.4232,2
CA-2017-148691,CS-12460,OFF-BI-10001524,30,2,20171203,5,83.92,0.2,29.372,6
CA-2017-148691,CS-12460,OFF-BI-10001553,30,2,20171203,2,14.624,0.2,5.1184,6
CA-2017-148691,CS-12460,TEC-PH-10000576,30,2,20171203,1,136.99,0.0,36.9873,6
CA-2017-148691,CS-12460,OFF-LA-10001317,30,2,20171203,1,3.15,0.0,1.512,6
CA-2017-128755,MK-18160,OFF-PA-10000726,390,2,20170504,1,9.11,0.0,4.0995,4
CA-2017-128755,MK-18160,OFF-ST-10003306,390,2,20170504,4,571.44,0.0,165.7176,4
CA-2017-128755,MK-18160,OFF-PA-10004983,390,2,20170504,5,32.4,0.0,15.552,4
CA-2017-128755,MK-18160,OFF-ST-10001291,390,2,20170504,1,16.91,0.0,4.5657,4
US-2016-135923,CM-11935,FUR-FU-10002107,307,2,20160122,8,14.272,0.2,4.2816,6
US-2016-135923,CM-11935,FUR-BO-10002213,307,2,20160122,4,451.136,0.2,-67.6704,6
US-2016-135923,CM-11935,OFF-AP-10000692,307,2,20160122,4,64.864,0.2,6.4864,6
CA-2016-114972,PF-19225,FUR-CH-10001190,4,3,20161103,2,217.584,0.2,-29.9178,3
CA-2016-114972,PF-19225,TEC-AC-10000682,4,3,20161103,5,82.95,0.0,29.0325,3
CA-2016-114972,PF-19225,OFF-LA-10004545,4,3,20161103,7,87.71,0.0,41.2237,3
CA-2016-114972,PF-19225,OFF-AP-10003057,4,3,20161103,4,1101.48,0.0,429.5772,3
CA-2017-102750,GM-14695,FUR-TA-10000198,2,1,20170904,3,1322.352,0.2,-99.1764,4
CA-2014-145212,DC-12850,OFF-AR-10002833,165,2,20140913,3,5.46,0.0,1.4742,6
CA-2017-141992,FO-14305,OFF-SU-10002557,78,2,20170619,1,11.184,0.2,0.8388,6
CA-2017-141992,FO-14305,OFF-ST-10003656,78,2,20170619,2,153.584,0.2,-32.6366,6
CA-2017-147956,AH-10210,OFF-ST-10001097,60,2,20171224,6,1003.62,0.0,0.0,7
CA-2017-126067,KN-16705,TEC-PH-10000912,60,2,20170828,4,35.168,0.2,11.4296,6
CA-2017-126067,KN-16705,FUR-TA-10000617,60,2,20170828,5,1137.75,0.0,250.305,6
CA-2017-126067,KN-16705,OFF-BI-10001658,60,2,20170828,5,99.68,0.2,32.396,6
CA-2017-126067,KN-16705,OFF-AR-10003856,60,2,20170828,2,5.56,0.0,1.4456,6
CA-2015-104514,CB-12535,OFF-ST-10001837,286,1,20150102,2,85.52,0.0,22.2352,2
CA-2015-104514,CB-12535,OFF-AR-10001473,286,1,20150102,3,9.84,0.0,2.6568,2
CA-2015-104514,CB-12535,OFF-PA-10004285,286,1,20150102,3,20.04,0.0,9.6192,2
CA-2015-141040,TB-21250,TEC-PH-10001835,24,1,20151009,4,631.96,0.0,303.3408,4
CA-2015-141040,TB-21250,OFF-PA-10002245,24,1,20151009,4,23.92,0.0,10.764,4
CA-2014-113579,KD-16345,OFF-PA-10001457,14,1,20141213,6,90.24,0.0,41.5104,2
CA-2014-144624,JM-15865,TEC-PH-10002885,391,2,20141119,7,4548.81,0.0,1228.1787,4
CA-2016-146206,KT-16480,FUR-TA-10004086,15,1,20160910,5,300.93,0.3,-34.392,4
CA-2016-146206,KT-16480,TEC-PH-10000895,15,1,20160910,5,719.96,0.2,53.997,4
CA-2014-136644,SC-20575,FUR-CH-10000225,392,2,20140616,8,647.84,0.0,32.392,6
CA-2015-122371,BS-11800,OFF-ST-10002370,89,2,20150926,3,64.17,0.0,18.6093,5
CA-2015-122371,BS-11800,OFF-EN-10000056,89,2,20150926,2,124.46,0.0,58.4962,5
CA-2016-126935,BT-11395,OFF-BI-10004817,10,2,20160519,1,9.584,0.2,3.3544,5
US-2017-133781,DC-12850,OFF-EN-10004483,329,3,20170622,3,37.608,0.2,12.6927,1
CA-2017-131618,LS-17200,OFF-PA-10001892,302,3,20170617,2,12.224,0.2,4.4312,3
CA-2017-131618,LS-17200,OFF-BI-10000546,302,3,20170617,4,2.304,0.8,-3.5712,3
CA-2017-131618,LS-17200,OFF-BI-10001294,302,3,20170617,4,9.36,0.8,-16.38,3
CA-2016-149482,RR-19315,OFF-LA-10000248,95,2,20161114,2,7.38,0.0,3.4686,5
CA-2014-143917,KL-16645,OFF-ST-10001228,35,1,20140725,4,53.72,0.0,15.0416,2
CA-2014-143917,KL-16645,OFF-SU-10000151,35,1,20140725,5,8187.65,0.0,327.506,2
CA-2014-143917,KL-16645,FUR-FU-10004351,35,1,20140725,8,77.92,0.0,34.2848,2
CA-2015-120397,RB-19435,OFF-AP-10001293,33,4,20150702,4,32.784,0.8,-85.2384,0
CA-2017-163902,MY-17380,TEC-PH-10000675,63,2,20170302,3,196.776,0.2,14.7582,6
CA-2017-163902,MY-17380,TEC-AC-10000580,63,2,20170302,6,479.94,0.0,52.7934,6
CA-2016-136812,AW-10930,OFF-ST-10003470,337,2,20161118,4,1117.92,0.0,55.896,5
CA-2015-102722,KW-16570,TEC-AC-10003116,69,3,20150418,6,106.5,0.0,41.535,1
CA-2017-155089,DB-12910,OFF-BI-10002429,86,2,20171202,5,45.66,0.7,-33.484,4
CA-2016-124506,BB-11545,TEC-AC-10003280,37,2,20161111,4,95.968,0.2,1.1996,6
CA-2016-124506,BB-11545,FUR-CH-10004540,37,2,20161111,2,47.992,0.3,-2.0568,6
CA-2014-106572,NP-18700,OFF-ST-10000585,393,2,20140905,2,264.32,0.2,19.824,5
CA-2014-128888,PB-19105,OFF-EN-10003001,15,2,20141115,9,604.656,0.2,204.0714,7
CA-2017-123134,DW-13585,FUR-FU-10003975,74,2,20170502,3,129.93,0.0,12.993,5
CA-2016-124352,CD-12790,OFF-LA-10004559,337,2,20161015,7,20.16,0.0,9.8784,6
CA-2016-124352,CD-12790,OFF-LA-10003223,337,2,20161015,6,29.46,0.0,14.4354,6
CA-2016-124352,CD-12790,OFF-AP-10002651,337,2,20161015,3,868.59,0.0,251.8911,6
CA-2016-124352,CD-12790,OFF-PA-10003177,337,2,20161015,2,12.96,0.0,6.2208,6
CA-2016-124352,CD-12790,TEC-PH-10003442,337,2,20161015,1,5.5,0.0,1.375,6
CA-2016-124352,CD-12790,OFF-BI-10000977,337,2,20161015,4,121.6,0.0,55.936,6
CA-2015-124541,TT-21220,OFF-AR-10004078,17,2,20150406,9,42.048,0.2,5.256,4
CA-2015-124541,TT-21220,TEC-AC-10002550,17,2,20150406,2,25.488,0.2,4.4604,4
CA-2015-124541,TT-21220,OFF-BI-10004965,17,2,20150406,3,6.9,0.8,-12.075,4
CA-2015-124541,TT-21220,OFF-BI-10004209,17,2,20150406,6,9.648,0.8,-16.884,4
CA-2015-124541,TT-21220,OFF-PA-10001526,17,2,20150406,2,7.968,0.2,2.8884,4
CA-2014-108707,DB-12910,OFF-PA-10000788,3,2,20141024,2,10.368,0.2,3.6288,5
CA-2014-111500,DJ-13510,OFF-PA-10000595,367,2,20140817,5,114.2,0.0,52.532,4
CA-2014-111500,DJ-13510,OFF-BI-10000829,367,2,20140817,4,17.96,0.0,8.2616,4
CA-2014-111500,DJ-13510,OFF-FA-10002676,367,2,20140817,7,12.67,0.0,4.5612,4
CA-2014-111500,DJ-13510,TEC-AC-10000844,367,2,20140817,4,339.96,0.0,122.3856,4
US-2017-117723,DL-13495,OFF-ST-10004459,75,1,20170815,6,1801.632,0.2,-337.806,3
CA-2015-143238,LO-17170,TEC-AC-10003499,394,3,20150906,4,46.32,0.0,18.0648,2
CA-2015-168746,SV-20365,FUR-CH-10000513,178,1,20150127,2,181.986,0.3,-54.5958,2
CA-2015-168746,SV-20365,TEC-PH-10000895,178,1,20150127,4,431.976,0.4,-100.7944,2
CA-2015-168746,SV-20365,TEC-PH-10002555,178,1,20150127,1,155.37,0.4,-36.253,2
CA-2015-113404,EM-13810,FUR-CH-10003312,35,4,20150716,6,1348.704,0.2,-219.1644,0
CA-2015-113404,EM-13810,FUR-CH-10004086,35,4,20150716,3,700.152,0.2,78.7671,0
CA-2016-144792,KD-16615,FUR-FU-10002759,58,2,20160430,7,111.888,0.2,22.3776,4
CA-2014-164385,NB-18580,OFF-AP-10002191,64,1,20140926,3,143.952,0.2,14.3952,5
US-2016-114174,AP-10720,FUR-BO-10003450,382,2,20160908,3,173.94,0.0,13.9152,6
US-2016-114174,AP-10720,OFF-LA-10000248,382,2,20160908,4,14.76,0.0,6.9372,6
CA-2017-108070,JE-15745,OFF-ST-10004804,59,2,20170416,4,205.92,0.0,2.0592,4
CA-2017-108070,JE-15745,FUR-BO-10001337,59,2,20170416,1,102.833,0.15,-6.049,4
US-2015-128090,JM-15865,OFF-AR-10002255,52,2,20150816,1,2.304,0.2,0.2592,6
US-2015-128090,JM-15865,TEC-PH-10002624,52,2,20150816,5,1879.96,0.2,211.4955,6
US-2015-128090,JM-15865,OFF-PA-10001878,52,2,20150816,8,313.024,0.2,105.6456,6
US-2015-128090,JM-15865,OFF-LA-10000452,52,2,20150816,2,5.04,0.2,1.764,6
CA-2017-101042,AB-10105,FUR-FU-10004665,1,2,20171119,6,821.88,0.0,213.6888,4
CA-2017-101042,AB-10105,OFF-BI-10000088,1,2,20171119,2,21.96,0.0,10.7604,4
CA-2016-155439,PN-18775,OFF-PA-10000029,38,2,20160914,4,25.92,0.0,12.4416,4
CA-2016-118626,JC-15775,TEC-PH-10000369,395,2,20160815,7,705.544,0.2,70.5544,5
CA-2015-111458,PF-19165,TEC-AC-10001590,46,2,20150926,2,50.0,0.0,12.0,4
US-2016-126844,BW-11110,FUR-FU-10004909,33,2,20161008,8,51.712,0.6,-32.32,6
US-2015-112508,BP-11185,OFF-AP-10002287,250,2,20150324,2,6.992,0.2,0.5244,6
CA-2015-147788,TM-21010,FUR-BO-10004357,13,2,20150531,7,1406.86,0.0,140.686,4
CA-2015-147788,TM-21010,OFF-LA-10003766,13,2,20150531,5,15.75,0.0,7.56,4
CA-2015-147788,TM-21010,OFF-ST-10000046,13,2,20150531,2,323.1,0.0,61.389,4
CA-2015-144288,MB-17305,OFF-LA-10003190,396,2,20151225,4,9.216,0.2,3.3408,6
CA-2015-144288,MB-17305,OFF-PA-10002787,396,2,20151225,2,10.368,0.2,3.6288,6
CA-2015-110632,HR-14830,TEC-AC-10000387,30,1,20150317,1,15.02,0.0,2.7036,5
CA-2015-110632,HR-14830,OFF-ST-10001291,30,1,20150317,2,33.82,0.0,9.1314,5
CA-2017-109589,BD-11635,TEC-AC-10003116,318,3,20171221,4,71.0,0.0,27.69,3
CA-2017-123967,SF-20200,OFF-BI-10001308,397,1,20171101,5,25.12,0.2,7.85,2
CA-2017-123967,SF-20200,FUR-TA-10003954,397,1,20171101,9,2665.62,0.0,239.9058,2
CA-2017-148929,SP-20620,OFF-ST-10003282,165,2,20170907,8,478.08,0.0,133.8624,4
CA-2017-134404,DR-12880,TEC-PH-10000576,56,4,20171227,2,164.388,0.4,-35.6174,0
CA-2017-134404,DR-12880,OFF-AR-10004441,56,4,20171227,4,13.248,0.2,3.6432,0
CA-2017-109778,VM-21685,OFF-AR-10003759,398,2,20170716,2,2.912,0.2,0.91,5
CA-2016-155845,CM-12235,TEC-AC-10004145,297,1,20160812,7,1399.944,0.2,52.4979,3
CA-2017-145128,SM-20320,FUR-FU-10000293,378,2,20170709,5,526.45,0.0,31.587,5
CA-2014-129091,RA-19885,OFF-EN-10004955,113,2,20141122,3,16.23,0.0,7.9527,5
CA-2014-129091,RA-19885,OFF-BI-10001071,113,2,20141122,5,319.9,0.0,156.751,5
CA-2014-129091,RA-19885,OFF-EN-10001990,113,2,20141122,2,11.36,0.0,5.3392,5
CA-2014-129091,RA-19885,OFF-AP-10002734,113,2,20141122,3,675.12,0.0,290.3016,5
US-2014-155502,SD-20485,FUR-FU-10004587,213,2,20140126,3,62.82,0.0,30.7818,5
US-2014-155502,SD-20485,OFF-ST-10004337,213,2,20140126,8,489.92,0.0,0.0,5
US-2014-155502,SD-20485,OFF-PA-10003072,213,2,20140126,3,19.44,0.0,9.3312,5
US-2014-155502,SD-20485,OFF-PA-10000380,213,2,20140126,2,16.68,0.0,8.34,5
US-2014-155502,SD-20485,TEC-PH-10004833,213,2,20140126,13,155.35,0.0,0.0,5
US-2014-155502,SD-20485,FUR-FU-10001847,213,2,20140126,3,12.42,0.0,4.4712,5
US-2014-155502,SD-20485,TEC-PH-10002103,213,2,20140126,2,187.98,0.0,52.6344,5
CA-2015-121041,CS-12250,OFF-EN-10001137,399,2,20151103,2,6.608,0.2,2.1476,7
CA-2017-131695,RA-19285,OFF-ST-10001476,24,2,20170630,7,248.57,0.0,67.1139,6
CA-2017-131695,RA-19285,FUR-FU-10002045,24,2,20170630,1,22.23,0.0,9.7812,6
CA-2016-137729,BF-11005,OFF-ST-10001505,26,2,20160505,1,5.98,0.0,1.0166,4
CA-2016-137729,BF-11005,TEC-PH-10001433,26,2,20160505,3,246.168,0.2,21.5397,4
US-2016-115455,SE-20110,FUR-FU-10004671,400,2,20160908,2,14.136,0.6,-7.7748,6
US-2016-115455,SE-20110,FUR-TA-10003569,400,2,20160908,3,601.47,0.5,-300.735,6
CA-2017-128300,RS-19765,TEC-PH-10002807,401,1,20171124,2,79.1,0.0,39.55,2
CA-2017-128300,RS-19765,OFF-BI-10001597,401,1,20171124,8,327.84,0.0,157.3632,2
CA-2017-149048,BM-11650,OFF-EN-10003296,135,2,20170513,2,180.96,0.0,81.432,4
CA-2017-149048,BM-11650,OFF-BI-10004632,135,2,20170513,3,914.97,0.0,411.7365,4
CA-2017-149048,BM-11650,TEC-PH-10002310,135,2,20170513,3,587.97,0.0,158.7519,4
CA-2017-149048,BM-11650,OFF-ST-10000078,135,2,20170513,2,530.34,0.0,95.4612,4
CA-2017-149048,BM-11650,OFF-PA-10001752,135,2,20170513,3,14.94,0.0,7.3206,4
CA-2017-108553,SK-19990,OFF-AP-10000026,24,2,20170423,2,121.94,0.0,35.3626,6
CA-2017-108553,SK-19990,OFF-SU-10002573,24,2,20170423,7,122.71,0.0,36.813,6
CA-2016-165848,EN-13780,OFF-PA-10000349,46,4,20160604,3,14.94,0.0,7.0218,0
CA-2016-165848,EN-13780,TEC-MA-10003356,46,4,20160604,3,1349.85,0.0,364.4595,0
CA-2016-165848,EN-13780,FUR-BO-10000362,46,4,20160604,1,136.784,0.2,5.1294,0
CA-2016-165848,EN-13780,FUR-FU-10003878,46,4,20160604,4,61.12,0.0,20.7808,0
CA-2014-112718,KN-16450,OFF-BI-10000591,134,2,20141216,1,1.167,0.7,-0.8558,5
CA-2016-154053,MG-17890,OFF-AR-10003727,143,2,20160304,1,16.99,0.0,4.9271,6
CA-2014-127446,MC-17590,TEC-AC-10001635,175,2,20141125,3,24.672,0.2,0.0,5
CA-2014-127446,MC-17590,OFF-LA-10001317,175,2,20141125,1,2.52,0.2,0.882,5
CA-2014-127446,MC-17590,FUR-TA-10000577,175,2,20141125,5,1218.735,0.3,-121.8735,5
CA-2014-127446,MC-17590,OFF-LA-10000248,175,2,20141125,2,5.904,0.2,1.9926,5
CA-2014-127446,MC-17590,OFF-PA-10000955,175,2,20141125,3,15.696,0.2,5.1012,5
CA-2014-127446,MC-17590,FUR-FU-10000221,175,2,20141125,3,6.096,0.6,-3.9624,5
CA-2016-137204,BO-11350,FUR-CH-10002304,63,2,20160428,2,41.568,0.2,2.598,7
CA-2014-147298,AG-10300,FUR-CH-10004886,14,2,20140426,3,230.28,0.2,23.028,7
CA-2014-147298,AG-10300,OFF-BI-10001525,14,2,20140426,6,18.288,0.2,5.715,7
CA-2017-147942,MS-17365,OFF-LA-10003663,95,2,20170401,2,5.78,0.0,2.7166,4
CA-2017-147942,MS-17365,OFF-BI-10001294,95,2,20170401,13,121.68,0.2,38.025,4
CA-2017-115931,JM-15655,OFF-AR-10000369,65,2,20171222,3,4.17,0.0,1.0842,4
CA-2017-115931,JM-15655,TEC-PH-10001300,65,2,20171222,4,67.04,0.2,6.704,4
CA-2017-115931,JM-15655,OFF-ST-10000876,65,2,20171222,3,37.32,0.0,10.4496,4
CA-2017-115931,JM-15655,OFF-LA-10001404,65,2,20171222,5,18.45,0.0,8.6715,4
CA-2014-164861,MC-17635,OFF-PA-10001972,359,1,20141203,4,25.92,0.0,12.4416,3
CA-2017-127180,TA-21385,TEC-CO-10004722,24,3,20171022,4,11199.968,0.2,3919.9888,2
CA-2017-127180,TA-21385,TEC-PH-10001494,24,3,20171022,8,2399.6,0.0,647.892,2
CA-2017-127180,TA-21385,OFF-EN-10002500,24,3,20171022,5,63.9,0.0,28.755,2
CA-2017-127180,TA-21385,TEC-PH-10003800,24,3,20171022,1,52.99,0.0,0.5299,2
US-2017-165344,SB-20290,TEC-AC-10002399,158,3,20171113,4,60.864,0.2,9.1296,2
US-2017-165344,SB-20290,TEC-MA-10002210,158,3,20171113,7,652.995,0.7,-935.9595,2
US-2017-165344,SB-20290,OFF-BI-10003196,158,3,20171113,10,11.22,0.7,-7.48,2
CA-2015-168186,AB-10150,OFF-PA-10000477,313,2,20150910,3,14.94,0.0,7.0218,5
US-2017-110604,JF-15295,FUR-FU-10000076,6,2,20170515,2,39.96,0.0,17.1828,5
US-2017-110604,JF-15295,FUR-CH-10002017,6,2,20170515,2,42.624,0.2,4.2624,5
US-2017-110604,JF-15295,FUR-CH-10004287,6,2,20170515,1,220.96,0.2,24.858,5
CA-2015-116750,BF-10975,FUR-FU-10003829,307,1,20150705,2,4.928,0.2,0.7392,5
CA-2015-116750,BF-10975,OFF-BI-10004728,307,1,20150705,5,7.23,0.7,-5.784,5
CA-2015-162369,TT-21265,OFF-ST-10000046,63,2,20150815,2,323.1,0.0,61.389,4
CA-2017-108441,SB-20170,OFF-PA-10000697,46,2,20170612,4,19.04,0.0,9.3296,6
CA-2017-108441,SB-20170,OFF-BI-10000848,46,2,20170612,3,13.128,0.2,4.2666,6
CA-2017-108441,SB-20170,OFF-AR-10004691,46,2,20170612,3,64.14,0.0,16.6764,6
CA-2017-108441,SB-20170,FUR-CH-10000595,46,2,20170612,4,858.24,0.1,143.04,6
CA-2015-169740,LM-17065,TEC-AC-10000927,402,2,20150220,1,29.99,0.0,2.999,5
CA-2016-124051,KA-16525,OFF-PA-10001289,174,3,20161229,6,186.048,0.2,67.4424,1
CA-2016-149111,BF-11170,TEC-PH-10003092,315,1,20160417,1,36.792,0.2,4.1391,4
CA-2016-149111,BF-11170,FUR-FU-10000206,315,1,20160417,8,18.624,0.2,6.2856,4
CA-2014-131002,TB-21400,FUR-FU-10004270,313,1,20140907,3,57.69,0.0,23.6529,5
CA-2014-131002,TB-21400,OFF-BI-10000948,313,1,20140907,3,42.81,0.0,20.1207,5
CA-2014-131002,TB-21400,OFF-PA-10000223,313,1,20140907,2,12.96,0.0,6.2208,5
CA-2014-131002,TB-21400,FUR-FU-10004665,313,1,20140907,6,821.88,0.0,213.6888,5
CA-2014-131002,TB-21400,TEC-PH-10000215,313,1,20140907,3,104.85,0.0,28.3095,5
US-2016-146794,SH-19975,FUR-BO-10004467,108,2,20160926,5,424.9575,0.15,19.998,5
CA-2017-112515,AS-10225,OFF-BI-10000829,268,1,20170917,3,10.776,0.2,3.5022,4
CA-2017-112515,AS-10225,OFF-BI-10003712,268,1,20170917,3,11.784,0.2,4.2717,4
CA-2017-112515,AS-10225,OFF-PA-10000062,268,1,20170917,3,164.88,0.0,80.7912,4
CA-2017-112515,AS-10225,FUR-BO-10003404,268,1,20170917,3,1292.94,0.0,77.5764,4
CA-2017-112515,AS-10225,OFF-BI-10004233,268,1,20170917,2,25.584,0.2,8.9544,4
CA-2017-112515,AS-10225,OFF-ST-10001272,268,1,20170917,2,261.74,0.0,65.435,4
CA-2017-112515,AS-10225,OFF-LA-10001175,268,1,20170917,5,14.4,0.0,7.056,4
CA-2016-150343,PK-19075,OFF-EN-10004030,95,2,20160816,3,10.86,0.0,5.1042,4
CA-2015-135538,HR-14830,FUR-CH-10004287,28,2,20151224,4,883.84,0.2,99.432,4
CA-2017-123372,DG-13300,TEC-PH-10002834,46,2,20171128,11,1979.89,0.0,494.9725,4
CA-2017-123372,DG-13300,OFF-EN-10003055,46,2,20171128,2,79.96,0.0,35.982,4
CA-2017-159604,CL-12700,OFF-BI-10003460,335,3,20170414,2,8.76,0.0,4.2048,1
CA-2016-164784,HF-14995,OFF-LA-10001569,32,3,20160501,1,3.984,0.2,1.2948,3
CA-2016-164784,HF-14995,FUR-TA-10004534,32,3,20160501,3,370.62,0.4,-142.071,3
CA-2016-164784,HF-14995,OFF-BI-10002954,32,3,20160501,2,2.742,0.7,-2.0108,3
CA-2016-111794,HG-15025,TEC-AC-10003832,140,4,20161001,3,79.512,0.2,20.8719,0
CA-2016-111794,HG-15025,OFF-PA-10000474,140,4,20161001,1,28.352,0.2,9.5688,0
US-2015-139759,NL-18310,FUR-CH-10002774,63,2,20150825,1,40.784,0.2,4.5882,5
US-2015-139759,NL-18310,OFF-AP-10002765,63,2,20150825,4,105.96,0.0,29.6688,5
CA-2014-126403,RR-19525,OFF-PA-10001144,112,1,20140909,3,166.44,0.0,79.8912,3
CA-2014-126403,RR-19525,FUR-CH-10003761,112,1,20140909,6,785.88,0.0,212.1876,3
CA-2014-126403,RR-19525,OFF-PA-10004665,112,1,20140909,2,26.2,0.0,12.838,3
CA-2014-126403,RR-19525,OFF-ST-10000078,112,1,20140909,5,1325.85,0.0,238.653,3
CA-2017-136875,TC-21295,OFF-PA-10000357,143,4,20171203,3,166.44,0.0,79.8912,0
CA-2017-132185,DB-13615,OFF-AR-10000422,197,2,20171127,5,8.76,0.2,0.7665,5
CA-2017-132185,DB-13615,OFF-AP-10001205,197,2,20171127,1,43.584,0.2,4.3584,5
US-2014-160780,SV-20785,OFF-BI-10001116,261,4,20140621,7,11.088,0.7,-8.1312,0
US-2014-160780,SV-20785,OFF-BI-10002931,261,4,20140621,2,25.164,0.7,-16.776,0
CA-2017-127026,MH-18115,OFF-BI-10000546,31,2,20170121,5,14.4,0.0,7.056,6
CA-2017-127026,MH-18115,TEC-AC-10002049,31,2,20170121,5,619.95,0.0,111.591,6
CA-2017-127026,MH-18115,OFF-BI-10001196,31,2,20170121,4,89.52,0.0,42.0744,6
CA-2017-127026,MH-18115,TEC-MA-10002981,31,2,20170121,3,350.973,0.1,152.0883,6
CA-2017-127026,MH-18115,TEC-PH-10003601,31,2,20170121,1,164.99,0.0,49.497,6
CA-2017-137085,CT-11995,OFF-BI-10000632,26,2,20170629,9,312.552,0.2,101.5794,7
CA-2016-133123,KB-16315,OFF-EN-10003055,279,2,20160906,3,95.952,0.2,29.985,5
CA-2016-133123,KB-16315,OFF-BI-10001031,279,2,20160906,2,3.204,0.7,-2.4564,5
US-2016-128195,RA-19285,OFF-BI-10002003,121,3,20160804,5,3.98,0.8,-6.567,1
CA-2015-153220,YC-21895,OFF-PA-10003016,4,3,20151112,5,15.7,0.0,7.065,2
CA-2014-123064,RA-19915,OFF-AR-10004582,156,3,20140630,4,5.248,0.2,1.64,2
CA-2017-156412,CM-12160,OFF-BI-10004364,64,2,20171204,3,5.346,0.7,-4.455,4
US-2016-144211,CS-12130,OFF-PA-10002246,403,2,20160828,3,15.48,0.2,5.6115,5
US-2016-144211,CS-12130,TEC-PH-10002890,403,2,20160828,3,108.576,0.2,8.1432,5
CA-2016-138079,AJ-10795,FUR-FU-10001475,61,2,20160122,5,109.9,0.0,37.366,6
CA-2014-143182,DL-12865,FUR-FU-10004270,187,2,20141015,1,15.384,0.2,4.0383,5
CA-2016-161662,BE-11410,OFF-PA-10003465,404,3,20160207,2,30.352,0.2,10.6232,2
CA-2014-145317,SM-20320,TEC-MA-10003626,134,2,20140318,4,821.3,0.5,-16.426,5
